id_client,default,default_string,balance,sex,education,marriage,age
26235,1,Default,50000,Female,High School,Married,35
26236,1,Default,160000,Female,High School,Single,32
26237,0,No Default,500000,Female,University,Married,48
26238,0,No Default,440000,Female,University,Single,28
26239,0,No Default,330000,Female,University,Married,31
26240,0,No Default,200000,Female,University,Single,33
26241,0,No Default,250000,Female,University,Single,33
26242,0,No Default,140000,Female,University,Married,37
26243,0,No Default,260000,Female,Graduate School,Married,36
26244,1,Default,60000,Female,Graduate School,Married,45
26245,0,No Default,500000,Female,Graduate School,Married,37
26246,0,No Default,130000,Female,University,Single,30
26247,1,Default,80000,Female,University,Married,30
26248,0,No Default,150000,Female,University,Single,44
26249,0,No Default,120000,Female,Graduate School,Married,31
26250,0,No Default,90000,Female,Graduate School,Single,31
26251,0,No Default,210000,Female,Graduate School,NA,31
26252,0,No Default,280000,Female,Graduate School,Married,45
26253,0,No Default,240000,Female,Graduate School,Single,28
26254,0,No Default,230000,Female,University,Single,29
26255,0,No Default,30000,Female,University,Married,29
26256,0,No Default,60000,Female,University,Married,29
26257,0,No Default,360000,Female,Graduate School,Married,30
26258,0,No Default,90000,Female,Graduate School,Single,33
26259,0,No Default,180000,Female,Graduate School,Married,33
26260,0,No Default,10000,Female,High School,Married,33
26261,1,Default,210000,Female,Graduate School,Married,34
26262,0,No Default,30000,Female,Graduate School,Married,34
26263,0,No Default,200000,Female,Graduate School,Single,34
26264,0,No Default,90000,Female,University,Married,32
26265,0,No Default,50000,Female,High School,Married,44
26266,0,No Default,30000,Female,University,Married,46
26267,0,No Default,220000,Female,Graduate School,Single,35
26268,0,No Default,500000,Female,University,Married,46
26269,0,No Default,60000,Female,High School,Married,47
26270,0,No Default,110000,Female,University,Married,41
26271,1,Default,360000,Female,High School,Married,43
26272,0,No Default,30000,Female,High School,Single,42
26273,0,No Default,300000,Female,University,Married,38
26274,0,No Default,490000,Female,Graduate School,Married,36
26275,0,No Default,210000,Female,Graduate School,Married,36
26276,0,No Default,280000,Female,Graduate School,Married,37
26277,0,No Default,60000,Female,University,Married,36
26278,0,No Default,490000,Female,University,Married,38
26279,1,Default,50000,Female,High School,Married,45
26280,0,No Default,200000,Female,University,Married,35
26281,0,No Default,70000,Female,Graduate School,Single,43
26282,0,No Default,260000,Female,University,Single,29
26283,0,No Default,460000,Female,University,Married,40
26284,0,No Default,200000,Female,High School,Married,41
26285,1,Default,320000,Female,University,Married,42
26286,0,No Default,230000,Female,High School,Other,48
26287,0,No Default,350000,Female,Graduate School,Married,30
26288,0,No Default,230000,Female,Graduate School,Married,31
26289,1,Default,20000,Female,High School,Single,47
26290,0,No Default,230000,Female,University,Married,43
26291,0,No Default,80000,Female,University,Married,35
26292,0,No Default,110000,Female,University,Married,40
26293,0,No Default,360000,Female,Graduate School,Married,30
26294,0,No Default,80000,Female,University,Single,34
26295,1,Default,350000,Female,University,Married,35
26296,0,No Default,70000,Female,University,Married,47
26297,0,No Default,360000,Female,High School,Single,29
26298,1,Default,240000,Female,Graduate School,Married,32
26299,0,No Default,80000,Female,University,Single,34
26300,0,No Default,140000,Female,University,Single,29
26301,1,Default,50000,Female,Graduate School,Single,33
26302,0,No Default,130000,Female,High School,Single,35
26303,0,No Default,160000,Female,University,Single,44
26304,0,No Default,160000,Female,University,Married,42
26305,0,No Default,90000,Female,Graduate School,Single,29
26306,0,No Default,50000,Female,University,Married,42
26307,0,No Default,210000,Female,Graduate School,Single,29
26308,1,Default,20000,Female,Graduate School,Single,29
26309,0,No Default,200000,Female,Graduate School,Single,29
26310,0,No Default,230000,Female,Graduate School,Married,31
26311,0,No Default,150000,Female,High School,Married,43
26312,0,No Default,210000,Female,University,Single,28
26313,1,Default,290000,Female,Graduate School,Married,33
26314,1,Default,260000,Female,High School,Married,34
26315,1,Default,20000,Female,University,Married,29
26316,1,Default,180000,Female,High School,Married,47
26317,0,No Default,100000,Female,Unknown,Married,29
26318,0,No Default,280000,Female,University,Married,38
26319,1,Default,100000,Female,University,Married,41
26320,0,No Default,100000,Female,University,Married,35
26321,0,No Default,30000,Female,Graduate School,Single,30
26322,1,Default,160000,Female,University,Married,44
26323,0,No Default,360000,Female,Graduate School,Single,36
26324,0,No Default,450000,Female,Graduate School,Single,36
26325,1,Default,380000,Female,Graduate School,Single,40
26326,0,No Default,120000,Female,University,Married,42
26327,1,Default,160000,Female,Graduate School,Married,47
26328,1,Default,50000,Female,Graduate School,Single,33
26329,0,No Default,170000,Female,University,Single,34
26330,0,No Default,350000,Female,University,Single,34
26331,0,No Default,180000,Female,University,Married,48
26332,0,No Default,100000,Female,Graduate School,Married,38
26333,0,No Default,50000,Female,Graduate School,Single,26
26334,0,No Default,180000,Female,Graduate School,Single,30
26335,0,No Default,150000,Female,Graduate School,Single,31
26336,1,Default,300000,Female,Graduate School,Single,32
26337,0,No Default,350000,Female,Graduate School,Single,33
26338,0,No Default,260000,Female,University,Married,42
26339,0,No Default,200000,Female,University,Single,27
26340,1,Default,240000,Female,University,Married,27
26341,0,No Default,150000,Female,Graduate School,Single,26
26342,0,No Default,290000,Female,University,Single,26
26343,0,No Default,140000,Female,University,Single,27
26344,0,No Default,130000,Female,Graduate School,Single,29
26345,0,No Default,180000,Female,Graduate School,Married,29
26346,0,No Default,200000,Female,Graduate School,Single,29
26347,1,Default,230000,Female,Graduate School,Married,28
26348,0,No Default,240000,Female,University,Single,28
26349,0,No Default,170000,Female,Graduate School,Single,31
26350,0,No Default,120000,Female,High School,Single,31
26351,0,No Default,240000,Female,Graduate School,Single,31
26352,0,No Default,90000,Female,University,Married,31
26353,1,Default,300000,Female,University,Single,30
26354,0,No Default,70000,Female,High School,Single,30
26355,0,No Default,100000,Female,University,Single,30
26356,0,No Default,110000,Female,High School,Married,31
26357,0,No Default,180000,Female,University,Married,33
26358,0,No Default,500000,Female,Graduate School,Single,32
26359,0,No Default,80000,Female,High School,Married,32
26360,0,No Default,280000,Female,Graduate School,Single,32
26361,0,No Default,280000,Female,Graduate School,Single,33
26362,0,No Default,120000,Female,Graduate School,Married,35
26363,0,No Default,90000,Female,University,Married,35
26364,0,No Default,170000,Female,University,Single,34
26365,0,No Default,50000,Female,University,Single,34
26366,0,No Default,50000,Female,High School,Married,34
26367,0,No Default,230000,Female,Graduate School,Single,38
26368,1,Default,180000,Female,University,Other,48
26369,0,No Default,40000,Female,High School,Single,43
26370,0,No Default,360000,Female,University,Single,42
26371,1,Default,360000,Female,University,Married,47
26372,0,No Default,170000,Female,Graduate School,Married,45
26373,0,No Default,20000,Female,High School,Married,35
26374,0,No Default,240000,Female,University,Married,43
26375,1,Default,100000,Female,Graduate School,Married,39
26376,0,No Default,100000,Female,Graduate School,Married,43
26377,1,Default,110000,Female,University,Single,40
26378,0,No Default,420000,Female,University,Married,37
26379,1,Default,180000,Female,University,Married,34
26380,0,No Default,240000,Female,University,Married,37
26381,0,No Default,210000,Female,University,Married,41
26382,0,No Default,30000,Female,High School,Married,43
26383,0,No Default,210000,Female,University,Married,44
26384,0,No Default,320000,Female,Graduate School,Single,30
26385,0,No Default,220000,Female,High School,Married,38
26386,0,No Default,240000,Female,Graduate School,Single,29
26387,0,No Default,450000,Female,Graduate School,Single,35
26388,0,No Default,500000,Female,University,Married,36
26389,0,No Default,180000,Female,University,Married,44
26390,0,No Default,80000,Female,Graduate School,Married,38
26391,1,Default,50000,Female,University,Single,41
26392,0,No Default,450000,Female,University,Married,41
26393,0,No Default,380000,Female,Graduate School,Married,43
26394,0,No Default,50000,Female,Graduate School,Single,29
26395,0,No Default,30000,Female,High School,Married,30
26396,0,No Default,300000,Female,Graduate School,Married,37
26397,0,No Default,340000,Female,University,Married,45
26398,0,No Default,190000,Female,University,Single,44
26399,0,No Default,120000,Female,High School,Married,41
26400,0,No Default,210000,Female,Graduate School,Single,40
26401,0,No Default,360000,Female,Graduate School,Married,46
26402,0,No Default,330000,Female,Graduate School,Single,35
26403,0,No Default,100000,Female,Graduate School,Married,37
26404,0,No Default,250000,Female,Graduate School,Single,38
26405,1,Default,120000,Female,University,Married,46
26406,0,No Default,200000,Female,Graduate School,Single,43
26407,0,No Default,280000,Female,Graduate School,Single,30
26408,0,No Default,480000,Female,University,Married,46
26409,1,Default,240000,Female,University,Single,36
26410,0,No Default,120000,Female,University,Married,39
26411,0,No Default,110000,Female,University,Single,40
26412,0,No Default,390000,Female,Graduate School,Married,41
26413,0,No Default,20000,Female,University,Single,38
26414,0,No Default,140000,Female,Graduate School,Single,35
26415,0,No Default,160000,Female,University,Married,41
26416,0,No Default,210000,Female,Graduate School,Married,30
26417,0,No Default,210000,Female,Graduate School,Married,47
26418,0,No Default,240000,Female,Graduate School,Single,39
26419,0,No Default,150000,Female,University,Married,36
26420,0,No Default,60000,Female,University,Married,48
26421,1,Default,180000,Female,University,Married,40
26422,0,No Default,120000,Female,University,Single,37
26423,0,No Default,210000,Female,Graduate School,Single,40
26424,0,No Default,420000,Female,Graduate School,Single,36
26425,0,No Default,110000,Female,University,Married,43
26426,0,No Default,180000,Female,University,Single,31
26427,1,Default,200000,Female,Graduate School,Married,42
26428,0,No Default,220000,Female,Graduate School,Single,32
26429,0,No Default,250000,Female,Graduate School,Married,36
26430,0,No Default,250000,Female,Graduate School,Single,39
26431,0,No Default,400000,Female,High School,Married,47
26432,0,No Default,50000,Female,University,Single,38
26433,0,No Default,480000,Female,Graduate School,Single,48
26434,0,No Default,470000,Female,Graduate School,Married,39
26435,0,No Default,300000,Female,Graduate School,Married,36
26436,0,No Default,160000,Female,University,Single,44
26437,0,No Default,160000,Female,Graduate School,Married,42
26438,0,No Default,230000,Female,Graduate School,Single,33
26439,0,No Default,50000,Female,High School,Single,49
26440,0,No Default,150000,Female,High School,Married,48
26441,0,No Default,130000,Female,University,Married,50
26442,1,Default,360000,Female,Graduate School,Single,49
26443,1,Default,150000,Female,University,Married,50
26444,0,No Default,70000,Female,University,Married,50
26445,0,No Default,450000,Female,Graduate School,Married,49
26446,1,Default,200000,Female,University,Married,49
26447,1,Default,80000,Female,University,Married,50
26448,0,No Default,340000,Female,University,Married,48
26449,1,Default,50000,Female,University,Single,52
26450,0,No Default,200000,Female,Graduate School,Married,50
26451,0,No Default,210000,Female,High School,Married,48
26452,0,No Default,360000,Female,University,Married,49
26453,0,No Default,230000,Female,High School,Married,50
26454,1,Default,50000,Female,High School,Married,48
26455,1,Default,120000,Female,University,Married,50
26456,0,No Default,340000,Female,Graduate School,Single,50
26457,1,Default,50000,Female,High School,Married,49
26458,0,No Default,70000,Female,High School,Married,49
26459,0,No Default,100000,Female,University,Married,50
26460,1,Default,20000,Female,University,Married,49
26461,0,No Default,80000,Female,University,Married,49
26462,0,No Default,280000,Female,High School,Single,49
26463,0,No Default,300000,Female,University,Married,50
26464,1,Default,500000,Female,High School,Married,49
26465,0,No Default,50000,Female,High School,Single,51
26466,1,Default,140000,Female,University,Single,50
26467,1,Default,210000,Female,University,Single,49
26468,0,No Default,100000,Female,High School,Married,49
26469,0,No Default,50000,Female,University,Married,50
26470,0,No Default,20000,Female,High School,Married,51
26471,0,No Default,200000,Female,University,Married,50
26472,0,No Default,100000,Female,High School,Married,51
26473,1,Default,50000,Female,High School,Married,50
26474,0,No Default,230000,Female,High School,Married,53
26475,0,No Default,260000,Female,University,Married,50
26476,1,Default,120000,Female,University,Married,52
26477,0,No Default,380000,Female,High School,Single,51
26478,0,No Default,80000,Female,High School,Married,65
26479,0,No Default,240000,Female,Graduate School,Married,50
26480,1,Default,30000,Female,University,Married,54
26481,0,No Default,30000,Female,University,Married,59
26482,0,No Default,80000,Female,High School,Single,55
26483,0,No Default,50000,Female,University,Married,54
26484,0,No Default,10000,Female,Graduate School,Single,56
26485,1,Default,100000,Female,High School,Married,50
26486,0,No Default,280000,Female,High School,Married,50
26487,1,Default,30000,Female,High School,Married,55
26488,0,No Default,80000,Female,High School,Married,50
26489,0,No Default,30000,Female,High School,Single,51
26490,0,No Default,170000,Female,University,Single,51
26491,0,No Default,60000,Female,University,Married,52
26492,0,No Default,100000,Female,High School,Married,50
26493,1,Default,160000,Female,Graduate School,Married,58
26494,0,No Default,50000,Female,University,Single,55
26495,1,Default,360000,Female,Graduate School,Married,59
26496,0,No Default,210000,Female,Graduate School,Married,52
26497,0,No Default,190000,Female,University,Married,55
26498,0,No Default,90000,Female,High School,Married,52
26499,0,No Default,50000,Female,High School,Married,52
26500,0,No Default,30000,Female,High School,Single,55
26501,1,Default,30000,Female,High School,Married,54
26502,1,Default,180000,Female,High School,Married,61
26503,1,Default,120000,Female,High School,Married,58
26504,0,No Default,80000,Female,High School,Married,55
26505,0,No Default,400000,Female,University,Married,49
26506,0,No Default,120000,Female,High School,Single,53
26507,1,Default,100000,Female,Graduate School,Married,52
26508,0,No Default,300000,Female,Graduate School,Single,52
26509,0,No Default,80000,Female,High School,Married,69
26510,0,No Default,500000,Female,High School,Married,53
26511,0,No Default,10000,Female,High School,Married,51
26512,0,No Default,100000,Female,High School,Married,55
26513,0,No Default,240000,Female,University,Married,53
26514,1,Default,280000,Female,Graduate School,Married,63
26515,0,No Default,20000,Female,University,Single,55
26516,0,No Default,110000,Female,University,Married,59
26517,0,No Default,290000,Female,University,Married,60
26518,1,Default,80000,Female,Graduate School,Married,48
26519,0,No Default,30000,Female,High School,Married,51
26520,0,No Default,30000,Female,Graduate School,Married,52
26521,1,Default,60000,Female,University,Single,57
26522,0,No Default,70000,Female,High School,Married,52
26523,0,No Default,140000,Female,High School,Married,52
26524,0,No Default,150000,Female,University,Single,53
26525,1,Default,90000,Female,University,Married,58
26526,0,No Default,30000,Female,University,Married,51
26527,0,No Default,60000,Female,High School,Single,52
26528,0,No Default,490000,Female,University,Married,52
26529,1,Default,230000,Female,University,Married,56
26530,0,No Default,70000,Female,University,Married,53
26531,1,Default,60000,Female,High School,Married,55
26532,0,No Default,30000,Female,Unknown,Married,59
26533,0,No Default,70000,Female,University,Married,62
26534,1,Default,450000,Female,High School,Married,56
26535,1,Default,20000,Female,High School,Single,54
26536,1,Default,30000,Female,University,Married,51
26537,0,No Default,80000,Female,High School,Married,54
26538,0,No Default,390000,Female,Graduate School,Single,53
26539,0,No Default,30000,Female,University,Single,50
26540,0,No Default,200000,Female,High School,Married,51
26541,0,No Default,140000,Female,High School,Single,59
26542,1,Default,30000,Female,University,Married,51
26543,0,No Default,290000,Female,University,Married,51
26544,0,No Default,200000,Female,University,Married,51
26545,0,No Default,180000,Female,High School,Married,64
26546,0,No Default,200000,Female,University,Married,50
26547,0,No Default,500000,Female,Unknown,Married,54
26548,0,No Default,520000,Female,High School,Married,54
26549,0,No Default,90000,Female,High School,Married,53
26550,0,No Default,260000,Female,University,Married,54
26551,1,Default,50000,Female,High School,Married,51
26552,1,Default,80000,Female,University,Other,59
26553,0,No Default,210000,Female,University,Single,54
26554,0,No Default,300000,Female,Graduate School,Married,51
26555,0,No Default,20000,Female,Graduate School,Married,53
26556,0,No Default,50000,Female,High School,Single,51
26557,1,Default,20000,Female,High School,Married,52
26558,0,No Default,150000,Female,Graduate School,Married,53
26559,1,Default,50000,Female,High School,Other,51
26560,0,No Default,50000,Female,University,Single,51
26561,0,No Default,50000,Female,High School,Single,51
26562,0,No Default,200000,Female,High School,Married,51
26563,0,No Default,80000,Female,High School,Single,52
26564,0,No Default,50000,Female,High School,Single,56
26565,0,No Default,200000,Female,High School,Married,55
26566,0,No Default,210000,Female,High School,Married,54
26567,0,No Default,80000,Female,High School,Married,55
26568,0,No Default,200000,Female,High School,Married,50
26569,0,No Default,200000,Female,High School,Married,51
26570,1,Default,220000,Female,High School,Married,52
26571,0,No Default,280000,Female,Graduate School,Married,56
26572,0,No Default,250000,Female,High School,Married,53
26573,0,No Default,90000,Female,High School,Married,55
26574,0,No Default,320000,Female,Graduate School,Married,58
26575,0,No Default,130000,Female,University,Married,53
26576,0,No Default,50000,Female,High School,Single,51
26577,0,No Default,80000,Female,High School,Married,51
26578,0,No Default,430000,Female,University,Single,51
26579,0,No Default,250000,Female,Graduate School,Married,51
26580,0,No Default,50000,Female,University,Married,51
26581,0,No Default,360000,Female,High School,Other,58
26582,0,No Default,450000,Female,University,Married,53
26583,1,Default,110000,Male,University,Single,22
26584,0,No Default,360000,Male,Graduate School,Married,34
26585,1,Default,10000,Male,University,Single,24
26586,1,Default,200000,Male,Graduate School,Single,27
26587,1,Default,20000,Male,University,Single,24
26588,1,Default,70000,Male,Graduate School,Single,28
26589,1,Default,80000,Female,High School,Married,55
26590,0,No Default,250000,Female,University,Single,55
26591,0,No Default,90000,Male,University,Single,34
26592,0,No Default,100000,Male,University,Married,42
26593,0,No Default,230000,Male,High School,Married,39
26594,0,No Default,380000,Male,Graduate School,Single,32
26595,0,No Default,390000,Male,University,Single,29
26596,0,No Default,120000,Male,Graduate School,Single,30
26597,0,No Default,20000,Male,University,Married,27
26598,0,No Default,20000,Male,University,Married,41
26599,1,Default,160000,Male,Graduate School,Single,25
26600,0,No Default,240000,Male,High School,Single,35
26601,0,No Default,30000,Male,University,Single,23
26602,0,No Default,50000,Male,University,Single,24
26603,0,No Default,30000,Male,University,Single,23
26604,0,No Default,20000,Male,Graduate School,Single,23
26605,0,No Default,80000,Male,Graduate School,Single,23
26606,1,Default,20000,Male,University,Single,23
26607,0,No Default,50000,Male,University,Single,23
26608,0,No Default,90000,Male,Graduate School,Single,23
26609,0,No Default,50000,Male,University,Single,24
26610,1,Default,20000,Male,University,Single,23
26611,0,No Default,30000,Male,University,Single,24
26612,0,No Default,50000,Male,University,Single,23
26613,0,No Default,20000,Male,University,Single,23
26614,0,No Default,20000,Male,University,Single,22
26615,0,No Default,20000,Male,University,Single,23
26616,1,Default,50000,Male,High School,Single,22
26617,0,No Default,20000,Male,University,Single,22
26618,0,No Default,20000,Male,University,Single,23
26619,1,Default,50000,Male,University,Single,23
26620,1,Default,10000,Male,University,Single,23
26621,1,Default,10000,Male,University,Single,23
26622,0,No Default,20000,Male,Graduate School,Single,22
26623,0,No Default,10000,Male,University,Single,22
26624,0,No Default,50000,Male,University,Single,25
26625,1,Default,30000,Male,University,Single,25
26626,0,No Default,170000,Male,Graduate School,Single,26
26627,1,Default,50000,Male,University,Single,23
26628,1,Default,60000,Male,University,Single,24
26629,0,No Default,50000,Male,High School,Single,26
26630,0,No Default,50000,Male,University,Single,22
26631,0,No Default,50000,Male,University,Single,24
26632,0,No Default,100000,Male,High School,Single,24
26633,0,No Default,10000,Male,Graduate School,Single,25
26634,1,Default,80000,Male,Graduate School,Single,26
26635,0,No Default,300000,Male,University,Single,26
26636,1,Default,10000,Male,Graduate School,Single,23
26637,0,No Default,30000,Male,Graduate School,Single,24
26638,0,No Default,50000,Male,Graduate School,Single,24
26639,0,No Default,30000,Male,Graduate School,Single,24
26640,0,No Default,90000,Male,Graduate School,Single,26
26641,1,Default,20000,Male,Graduate School,Single,23
26642,0,No Default,80000,Male,Graduate School,Single,23
26643,0,No Default,90000,Male,University,Single,24
26644,1,Default,20000,Male,High School,Single,24
26645,1,Default,30000,Male,University,Single,24
26646,1,Default,10000,Male,University,Single,23
26647,0,No Default,70000,Male,Graduate School,Single,25
26648,1,Default,40000,Male,Graduate School,Single,26
26649,1,Default,170000,Male,University,Single,26
26650,0,No Default,10000,Male,University,Single,24
26651,0,No Default,30000,Male,University,Single,25
26652,1,Default,10000,Male,University,Single,24
26653,0,No Default,50000,Male,Graduate School,Single,24
26654,0,No Default,30000,Male,Unknown,Single,24
26655,0,No Default,50000,Male,Graduate School,Single,24
26656,0,No Default,20000,Male,High School,Single,24
26657,1,Default,10000,Male,University,Single,25
26658,0,No Default,50000,Male,University,Single,24
26659,1,Default,50000,Male,University,Single,24
26660,0,No Default,50000,Male,University,Single,25
26661,0,No Default,160000,Male,University,Single,25
26662,0,No Default,50000,Male,University,Single,24
26663,0,No Default,30000,Male,Graduate School,Single,24
26664,1,Default,60000,Male,University,Single,27
26665,0,No Default,150000,Male,University,Single,25
26666,0,No Default,30000,Male,High School,Single,26
26667,0,No Default,20000,Male,Graduate School,Single,26
26668,0,No Default,20000,Male,University,Single,26
26669,0,No Default,50000,Male,University,Married,24
26670,0,No Default,200000,Male,Graduate School,Single,33
26671,0,No Default,70000,Male,University,Single,25
26672,0,No Default,150000,Male,Graduate School,Married,28
26673,0,No Default,130000,Male,Unknown,Single,27
26674,0,No Default,20000,Male,High School,Single,27
26675,0,No Default,60000,Male,Graduate School,Single,27
26676,0,No Default,50000,Male,University,Single,24
26677,0,No Default,210000,Male,University,Single,27
26678,0,No Default,150000,Male,Graduate School,Single,26
26679,0,No Default,50000,Male,University,Single,25
26680,0,No Default,40000,Male,Graduate School,Single,26
26681,1,Default,90000,Male,High School,Single,27
26682,0,No Default,70000,Male,Graduate School,Single,27
26683,0,No Default,20000,Male,Graduate School,Single,27
26684,0,No Default,30000,Male,Graduate School,Single,24
26685,0,No Default,20000,Male,University,Single,25
26686,1,Default,60000,Male,University,Single,25
26687,0,No Default,50000,Male,University,Single,26
26688,0,No Default,50000,Male,Graduate School,Single,25
26689,1,Default,10000,Male,University,Single,25
26690,1,Default,20000,Male,High School,Single,22
26691,0,No Default,110000,Male,Graduate School,Single,26
26692,0,No Default,30000,Male,University,Single,26
26693,1,Default,200000,Male,Graduate School,Single,27
26694,0,No Default,70000,Male,University,Single,27
26695,0,No Default,80000,Male,High School,Single,27
26696,0,No Default,80000,Male,University,Married,28
26697,0,No Default,20000,Male,University,Single,24
26698,0,No Default,10000,Male,University,Single,23
26699,0,No Default,60000,Male,High School,Single,25
26700,1,Default,50000,Male,University,Single,27
26701,1,Default,110000,Male,Graduate School,Single,28
26702,0,No Default,210000,Male,Graduate School,Married,29
26703,0,No Default,40000,Male,Graduate School,Single,29
26704,0,No Default,360000,Male,Graduate School,Single,29
26705,0,No Default,320000,Male,University,Married,29
26706,0,No Default,130000,Male,Graduate School,Single,27
26707,1,Default,130000,Male,University,Single,26
26708,0,No Default,50000,Male,University,Single,26
26709,0,No Default,50000,Male,Graduate School,Single,25
26710,0,No Default,360000,Male,High School,Married,27
26711,1,Default,160000,Male,High School,Single,27
26712,0,No Default,200000,Male,Graduate School,Single,26
26713,0,No Default,30000,Male,High School,Single,26
26714,0,No Default,360000,Male,Graduate School,Single,26
26715,0,No Default,20000,Male,Graduate School,Single,28
26716,1,Default,80000,Male,University,Single,27
26717,0,No Default,490000,Male,Graduate School,Single,28
26718,0,No Default,10000,Male,Graduate School,Single,22
26719,0,No Default,20000,Male,University,Single,23
26720,1,Default,30000,Male,University,Single,25
26721,0,No Default,50000,Male,University,Single,26
26722,0,No Default,340000,Male,University,Single,25
26723,0,No Default,180000,Male,Graduate School,Single,26
26724,0,No Default,40000,Male,Graduate School,Single,26
26725,0,No Default,140000,Male,Graduate School,Single,27
26726,0,No Default,210000,Male,Graduate School,Single,27
26727,0,No Default,150000,Male,Graduate School,Single,26
26728,0,No Default,160000,Male,University,Single,24
26729,1,Default,50000,Male,High School,Single,24
26730,0,No Default,50000,Male,Graduate School,Single,24
26731,0,No Default,40000,Male,Graduate School,Single,24
26732,0,No Default,70000,Male,Graduate School,Single,24
26733,0,No Default,310000,Male,University,Single,27
26734,1,Default,40000,Male,Graduate School,Single,28
26735,0,No Default,50000,Male,Graduate School,Single,27
26736,0,No Default,140000,Male,Graduate School,Single,27
26737,1,Default,80000,Male,University,Single,27
26738,0,No Default,230000,Male,Graduate School,Married,27
26739,1,Default,50000,Male,University,Single,23
26740,1,Default,160000,Male,Graduate School,Single,27
26741,1,Default,200000,Male,High School,Single,26
26742,0,No Default,130000,Male,High School,Single,27
26743,0,No Default,130000,Male,High School,Single,29
26744,0,No Default,100000,Male,University,Single,28
26745,0,No Default,160000,Male,University,Single,30
26746,0,No Default,60000,Male,Graduate School,Single,29
26747,1,Default,220000,Male,Graduate School,Single,29
26748,1,Default,50000,Male,Graduate School,Single,29
26749,0,No Default,160000,Male,University,Single,27
26750,1,Default,60000,Male,University,Single,27
26751,0,No Default,210000,Male,Graduate School,Single,28
26752,0,No Default,360000,Male,Graduate School,Single,27
26753,0,No Default,120000,Male,Graduate School,Single,28
26754,0,No Default,250000,Male,High School,Married,28
26755,0,No Default,210000,Male,University,Single,28
26756,0,No Default,380000,Male,Graduate School,Single,28
26757,0,No Default,240000,Male,University,Single,27
26758,0,No Default,20000,Male,High School,Single,27
26759,0,No Default,50000,Male,University,Single,27
26760,1,Default,200000,Male,University,Single,29
26761,0,No Default,470000,Male,Graduate School,Single,31
26762,0,No Default,50000,Male,University,Single,25
26763,0,No Default,180000,Male,Graduate School,Single,29
26764,0,No Default,180000,Male,Graduate School,Single,26
26765,1,Default,190000,Male,Graduate School,Single,27
26766,1,Default,180000,Male,Graduate School,Single,26
26767,0,No Default,50000,Male,University,Single,25
26768,0,No Default,20000,Male,Graduate School,Single,25
26769,1,Default,80000,Male,University,Single,25
26770,0,No Default,160000,Male,Graduate School,Single,28
26771,0,No Default,200000,Male,Graduate School,Single,29
26772,0,No Default,180000,Male,Graduate School,Married,30
26773,0,No Default,360000,Male,University,Single,30
26774,1,Default,50000,Male,University,Single,25
26775,0,No Default,30000,Male,University,Single,32
26776,0,No Default,30000,Male,Graduate School,Single,25
26777,0,No Default,100000,Male,University,Single,28
26778,1,Default,260000,Male,Graduate School,Single,29
26779,0,No Default,240000,Male,Graduate School,Single,29
26780,0,No Default,50000,Male,University,Single,29
26781,0,No Default,400000,Male,Graduate School,Married,30
26782,1,Default,70000,Male,Graduate School,Single,27
26783,0,No Default,280000,Male,High School,Single,30
26784,0,No Default,80000,Male,Graduate School,Single,30
26785,1,Default,160000,Male,University,Single,26
26786,0,No Default,130000,Male,University,Single,28
26787,0,No Default,180000,Male,Graduate School,Single,29
26788,0,No Default,360000,Male,Graduate School,Single,28
26789,1,Default,260000,Male,Graduate School,Single,29
26790,0,No Default,50000,Male,High School,Single,29
26791,0,No Default,80000,Male,University,Married,27
26792,0,No Default,230000,Male,Graduate School,Single,26
26793,0,No Default,70000,Male,University,Single,26
26794,0,No Default,270000,Male,University,Single,27
26795,0,No Default,220000,Male,Graduate School,Single,27
26796,0,No Default,260000,Male,University,Married,28
26797,0,No Default,160000,Male,Graduate School,Single,28
26798,0,No Default,280000,Male,Graduate School,Married,34
26799,0,No Default,230000,Male,Graduate School,Single,27
26800,0,No Default,40000,Male,Graduate School,Single,31
26801,0,No Default,170000,Male,Graduate School,Single,31
26802,1,Default,200000,Male,Graduate School,Married,30
26803,0,No Default,230000,Male,University,Single,28
26804,1,Default,50000,Male,Graduate School,Single,27
26805,0,No Default,150000,Male,University,Married,27
26806,0,No Default,300000,Male,Graduate School,Single,27
26807,0,No Default,360000,Male,Graduate School,Single,31
26808,0,No Default,390000,Male,Graduate School,Married,31
26809,1,Default,50000,Male,Graduate School,Single,31
26810,0,No Default,220000,Male,Graduate School,Single,32
26811,0,No Default,60000,Male,University,Single,27
26812,0,No Default,100000,Male,University,Single,28
26813,0,No Default,290000,Male,University,Single,30
26814,1,Default,130000,Male,University,Single,31
26815,0,No Default,400000,Male,Graduate School,Other,31
26816,0,No Default,30000,Male,University,Married,32
26817,0,No Default,260000,Male,Graduate School,Single,29
26818,0,No Default,70000,Male,University,Single,29
26819,1,Default,160000,Male,Graduate School,Single,29
26820,0,No Default,280000,Male,Graduate School,Single,30
26821,0,No Default,500000,Male,Graduate School,Single,30
26822,0,No Default,110000,Male,Graduate School,Single,29
26823,0,No Default,120000,Male,University,Married,29
26824,0,No Default,50000,Male,Graduate School,Single,32
26825,0,No Default,100000,Male,Graduate School,Single,27
26826,0,No Default,360000,Male,Graduate School,Single,29
26827,1,Default,20000,Male,Graduate School,Single,27
26828,0,No Default,50000,Male,High School,Single,29
26829,0,No Default,500000,Male,Graduate School,Single,30
