id,month,repayment_status,payment_amount
25590,june,-2,0
25590,may,-2,0
25590,april,-2,0
25591,september,2,6400
25591,august,2,0
25591,july,2,4535
25591,june,0,3900
25591,may,0,4300
25591,april,0,3700
25592,september,-1,4583
25592,august,-1,13519
25592,july,-1,43251
25592,june,-1,0
25592,may,0,8657
25592,april,-1,10649
25593,september,0,3389
25593,august,0,3357
25593,july,0,2973
25593,june,0,2819
25593,may,0,2468
25593,april,0,2503
25594,september,0,5720
25594,august,0,5820
25594,july,0,5670
25594,june,0,4250
25594,may,0,4450
25594,april,0,4470
25595,september,0,3052
25595,august,0,3136
25595,july,0,8046
25595,june,0,2300
25595,may,0,9621
25595,april,0,0
25596,september,-1,0
25596,august,-1,0
25596,july,-2,0
25596,june,-2,0
25596,may,-2,0
25596,april,-2,0
25597,september,0,21238
25597,august,0,2000
25597,july,0,191260
25597,june,-1,6000
25597,may,-1,0
25597,april,2,20400
25598,september,-2,1099
25598,august,-2,2508
25598,july,-2,976
25598,june,-2,416
25598,may,-2,416
25598,april,-2,416
25599,september,0,1800
25599,august,0,2000
25599,july,0,1000
25599,june,0,1000
25599,may,0,0
25599,april,0,0
25600,september,-1,350
25600,august,-1,400
25600,july,-1,400
25600,june,-1,800
25600,may,-1,0
25600,april,0,390
25601,september,0,13514
25601,august,0,69370
25601,july,-1,20001
25601,june,0,3000
25601,may,0,3000
25601,april,0,3000
25602,september,0,7263
25602,august,0,8857
25602,july,0,9117
25602,june,0,29420
25602,may,0,3484
25602,april,-1,1998
25603,september,0,7008
25603,august,0,6300
25603,july,0,5000
25603,june,0,3000
25603,may,0,2606
25603,april,0,4006
25604,september,-2,0
25604,august,-2,0
25604,july,-2,501
25604,june,-2,285
25604,may,-2,1254
25604,april,-2,99
25605,september,2,1800
25605,august,2,2000
25605,july,2,1171
25605,june,2,0
25605,may,2,1211
25605,april,0,1221
25606,september,1,632
25606,august,-1,0
25606,july,-1,316
25606,june,-1,632
25606,may,-1,0
25606,april,-1,316
25607,september,1,6
25607,august,2,3016
25607,july,0,1846
25607,june,0,5005
25607,may,0,2005
25607,april,0,1462
25608,september,-1,1384
25608,august,-1,5000
25608,july,0,1224
25608,june,0,3003
25608,may,0,3506
25608,april,0,3552
25609,september,-2,0
25609,august,-2,0
25609,july,-2,0
25609,june,-2,0
25609,may,-2,0
25609,april,-2,0
25610,september,-2,2278
25610,august,-2,918
25610,july,-2,864
25610,june,-2,1300
25610,may,-2,514
25610,april,-2,175
25611,september,0,0
25611,august,0,0
25611,july,-2,0
25611,june,-2,0
25611,may,-2,0
25611,april,-2,0
25612,september,0,1500
25612,august,0,1513
25612,july,0,1000
25612,june,0,1059
25612,may,0,0
25612,april,0,0
25613,september,0,3000
25613,august,0,3687
25613,july,0,5000
25613,june,0,1000
25613,may,0,309
25613,april,0,2000
25614,september,0,10000
25614,august,0,3286
25614,july,0,3133
25614,june,0,2822
25614,may,0,3212
25614,april,0,3073
25615,september,0,5006
25615,august,0,9002
25615,july,0,7000
25615,june,0,5049
25615,may,0,21862
25615,april,0,5529
25616,september,0,3283
25616,august,0,3000
25616,july,0,5000
25616,june,0,3000
25616,may,0,3000
25616,april,0,4000
25617,september,-1,5301
25617,august,0,6112
25617,july,0,6023
25617,june,0,4626
25617,may,0,1035
25617,april,0,1046
25618,september,-1,2254
25618,august,-1,1522
25618,july,0,4065
25618,june,-1,4056
25618,may,-1,81
25618,april,0,83
25619,september,-2,24485
25619,august,-2,6864
25619,july,-2,0
25619,june,-2,150
25619,may,-2,150
25619,april,-2,271
25620,september,0,1125
25620,august,0,1145
25620,july,0,1154
25620,june,0,852
25620,may,0,150
25620,april,3,0
25621,september,0,3049
25621,august,0,2621
25621,july,0,3032
25621,june,0,2074
25621,may,0,2000
25621,april,0,1800
25622,september,0,2002
25622,august,0,3001
25622,july,0,2000
25622,june,0,1502
25622,may,0,1000
25622,april,0,1002
25623,september,-1,0
25623,august,2,0
25623,july,2,326
25623,june,-1,652
25623,may,-1,0
25623,april,0,326
25624,september,0,0
25624,august,0,139067
25624,july,-1,4263
25624,june,0,3376
25624,may,0,4274
25624,april,0,4635
25625,september,0,2344
25625,august,0,2427
25625,july,0,2500
25625,june,0,2490
25625,may,0,2580
25625,april,0,2593
25626,september,0,100050
25626,august,0,10000
25626,july,0,7000
25626,june,0,10040
25626,may,0,7000
25626,april,0,6000
25627,september,0,5005
25627,august,0,15055
25627,july,0,16752
25627,june,0,10012
25627,may,0,10071
25627,april,0,10039
25628,september,0,1450
25628,august,0,1800
25628,july,0,2000
25628,june,0,2600
25628,may,0,0
25628,april,2,2020
25629,september,0,3000
25629,august,0,2500
25629,july,0,2000
25629,june,0,1000
25629,may,0,58408
25629,april,-1,5800
25630,september,2,1700
25630,august,2,0
25630,july,2,1300
25630,june,0,1400
25630,may,0,0
25630,april,2,1400
25631,september,0,5000
25631,august,0,3000
25631,july,0,3616
25631,june,0,3000
25631,may,0,2000
25631,april,0,0
25632,september,-1,0
25632,august,2,0
25632,july,2,6407
25632,june,-1,0
25632,may,-1,0
25632,april,-2,3000
25633,september,0,15000
25633,august,0,12127
25633,july,0,9557
25633,june,0,8000
25633,may,0,6500
25633,april,0,7000
25634,september,2,2000
25634,august,2,0
25634,july,2,4000
25634,june,2,2000
25634,may,2,2000
25634,april,2,2000
25635,september,0,1914
25635,august,0,1900
25635,july,0,1478
25635,june,0,1172
25635,may,0,2005
25635,april,0,1000
25636,september,-2,3769
25636,august,-2,1999
25636,july,-2,1999
25636,june,-2,1500
25636,may,-2,1500
25636,april,-2,1500
25637,september,-2,4252
25637,august,-2,23785
25637,july,-2,225
25637,june,-2,194
25637,may,-2,6473
25637,april,-2,22906
25638,september,0,2626
25638,august,0,2616
25638,july,0,2617
25638,june,0,20000
25638,may,0,1012
25638,april,0,511
25639,september,-2,5000
25639,august,-2,7013
25639,july,-2,3600
25639,june,-2,1500
25639,may,-2,1000
25639,april,-2,1000
25640,september,0,2000
25640,august,0,1718
25640,july,0,1210
25640,june,0,1018
25640,may,0,539
25640,april,0,5001
25641,september,0,2013
25641,august,0,1329
25641,july,0,1025
25641,june,0,1010
25641,may,0,67842
25641,april,-1,2530
25642,september,-1,9398
25642,august,-1,26510
25642,july,-1,51109
25642,june,-1,2080
25642,may,0,0
25642,april,0,10080
25643,september,-1,326
25643,august,-1,833
25643,july,-1,326
25643,june,-1,802
25643,may,-1,326
25643,april,-1,0
25644,september,-2,2000
25644,august,-2,1072
25644,july,-1,1500
25644,june,0,1000
25644,may,0,2000
25644,april,0,1000
25645,september,-2,0
25645,august,-2,0
25645,july,-2,0
25645,june,-2,1903
25645,may,-2,0
25645,april,-2,0
25646,september,2,1550
25646,august,2,2200
25646,july,2,2170
25646,june,2,2001
25646,may,2,1601
25646,april,2,1602
25647,september,0,3000
25647,august,0,2300
25647,july,0,2000
25647,june,0,3000
25647,may,0,90000
25647,april,0,4000
25648,september,-1,3000
25648,august,-1,3000
25648,july,-1,1000
25648,june,-1,897
25648,may,-1,0
25648,april,-2,2003
25649,september,0,7272
25649,august,0,8764
25649,july,0,9823
25649,june,0,11123
25649,may,0,20274
25649,april,0,5374
25650,september,0,3338
25650,august,0,3096
25650,july,0,4000
25650,june,0,3000
25650,may,0,2829
25650,april,0,2500
25651,september,-2,4873
25651,august,-2,3472
25651,july,-2,27403
25651,june,-2,0
25651,may,-2,148120
25651,april,-2,6546
25652,september,0,5000
25652,august,0,3397
25652,july,0,3000
25652,june,0,2000
25652,may,0,2300
25652,april,0,5230
25653,september,0,1558
25653,august,0,1286
25653,july,0,1204
25653,june,0,529
25653,may,0,467
25653,april,0,544
25654,september,1,0
25654,august,-2,0
25654,july,-2,0
25654,june,-2,0
25654,may,-2,0
25654,april,-2,0
25655,september,-2,368
25655,august,-2,0
25655,july,-2,850
25655,june,-2,763
25655,may,-2,0
25655,april,-2,1381
25656,september,0,7149
25656,august,0,8000
25656,july,0,5000
25656,june,0,10800
25656,may,0,0
25656,april,2,5600
25657,september,-1,7398
25657,august,-1,5537
25657,july,-1,1259
25657,june,-1,0
25657,may,-1,1000
25657,april,-1,4134
25658,september,-2,299
25658,august,-2,0
25658,july,-2,0
25658,june,-2,440
25658,may,-2,0
25658,april,-2,0
25659,september,0,1500
25659,august,0,2016
25659,july,0,1095
25659,june,0,1024
25659,may,0,350
25659,april,0,1323
25660,september,0,2836
25660,august,-1,824
25660,july,-1,948
25660,june,-1,0
25660,may,0,0
25660,april,0,316
25661,september,-2,0
25661,august,-2,0
25661,july,-2,0
25661,june,-2,0
25661,may,-2,0
25661,april,-2,0
25662,september,-2,10417
25662,august,-2,7364
25662,july,-2,8144
25662,june,-2,8422
25662,may,-2,7740
25662,april,-2,26318
25663,september,0,2010
25663,august,0,1149
25663,july,0,3094
25663,june,0,1003
25663,may,0,1004
25663,april,0,406
25664,september,0,29500
25664,august,0,2000
25664,july,0,2000
25664,june,0,2000
25664,may,0,2000
25664,april,0,1780
25665,september,0,3200
25665,august,0,2000
25665,july,2,3000
25665,june,0,10000
25665,may,0,2000
25665,april,0,0
25666,september,-1,1300
25666,august,0,1000
25666,july,0,0
25666,june,0,22373
25666,may,-1,680
25666,april,0,10000
25667,september,0,1433
25667,august,0,1489
25667,july,0,1457
25667,june,0,1016
25667,may,0,1046
25667,april,0,1211
25668,september,0,1500
25668,august,0,1505
25668,july,0,1500
25668,june,0,2200
25668,may,0,2300
25668,april,0,3000
25669,september,1,0
25669,august,-2,0
25669,july,-2,3000
25669,june,-1,0
25669,may,-1,0
25669,april,-1,0
25670,september,0,2000
25670,august,0,1928
25670,july,0,1014
25670,june,0,1000
25670,may,0,203
25670,april,0,34096
25671,september,0,1600
25671,august,0,2000
25671,july,0,2000
25671,june,0,1500
25671,may,0,1479
25671,april,0,1504
25672,september,-2,10097
25672,august,-2,18057
25672,july,-2,9368
25672,june,-2,15771
25672,may,-2,5616
25672,april,-2,10173
25673,september,0,5000
25673,august,0,6800
25673,july,0,6500
25673,june,0,8300
25673,may,0,0
25673,april,2,4200
25674,september,-1,0
25674,august,-1,0
25674,july,-2,1074
25674,june,-1,3292
25674,may,-1,0
25674,april,0,508
25675,september,-1,5327
25675,august,-1,2300
25675,july,-1,0
25675,june,-1,780
25675,may,-1,0
25675,april,-1,0
25676,september,-2,0
25676,august,-2,0
25676,july,-2,0
25676,june,-2,0
25676,may,-2,0
25676,april,-2,600
25677,september,2,168
25677,august,-1,0
25677,july,-1,0
25677,june,-2,0
25677,may,-2,0
25677,april,-2,0
25678,september,0,16007
25678,august,0,19031
25678,july,0,17014
25678,june,0,12121
25678,may,0,20014
25678,april,0,11014
25679,september,2,1702
25679,august,0,1531
25679,july,0,1544
25679,june,0,702
25679,may,0,724
25679,april,0,557
25680,september,0,5000
25680,august,0,5024
25680,july,0,4300
25680,june,0,3500
25680,may,0,4000
25680,april,0,4000
25681,september,0,10000
25681,august,0,10490
25681,july,0,6620
25681,june,0,6700
25681,may,0,7000
25681,april,0,7150
25682,september,0,1500
25682,august,0,3000
25682,july,0,0
25682,june,2,1000
25682,may,0,2000
25682,april,0,1000
25683,september,-2,0
25683,august,-2,0
25683,july,-2,0
25683,june,-2,8020
25683,may,-2,20706
25683,april,-2,36759
25684,september,0,8000
25684,august,0,9222
25684,july,0,5000
25684,june,0,4500
25684,may,0,4500
25684,april,0,3834
25685,september,0,3000
25685,august,0,4000
25685,july,0,3403
25685,june,0,3200
25685,may,0,3479
25685,april,0,4000
25686,september,1,51772
25686,august,-1,2300
25686,july,0,2176
25686,june,0,146000
25686,may,-2,9500
25686,april,-2,0
25687,september,-1,2279
25687,august,-1,4167
25687,july,-1,0
25687,june,2,1979
25687,may,-1,1979
25687,april,-1,1775
25688,september,-2,16142
25688,august,-2,8630
25688,july,-2,8710
25688,june,-2,2142
25688,may,-2,748
25688,april,-2,3030
25689,september,0,20053
25689,august,0,19000
25689,july,0,15000
25689,june,0,10040
25689,may,0,15000
25689,april,0,20000
25690,september,-2,13987
25690,august,-2,69805
25690,july,-1,1711
25690,june,0,26743
25690,may,0,10057
25690,april,0,54318
25691,september,0,1500
25691,august,0,1500
25691,july,0,1800
25691,june,0,500
25691,may,0,500
25691,april,0,500
25692,september,-2,20650
25692,august,-2,15360
25692,july,-2,0
25692,june,-2,12923
25692,may,-2,1816
25692,april,-2,17050
25693,september,-1,26796
25693,august,-1,36582
25693,july,-1,46112
25693,june,-1,16873
25693,may,-1,6190
25693,april,-1,22167
25694,september,0,7000
25694,august,0,9000
25694,july,0,9000
25694,june,0,7000
25694,may,0,6000
25694,april,0,5400
25695,september,-1,1293
25695,august,-1,1111
25695,july,-1,1175
25695,june,-1,3162
25695,may,-1,33
25695,april,0,2000
25696,september,0,4025
25696,august,0,5
25696,july,2,34000
25696,june,0,0
25696,may,0,0
25696,april,0,0
25697,september,0,7500
25697,august,0,5000
25697,july,0,4121
25697,june,0,2000
25697,may,0,2000
25697,april,0,2000
25698,september,-1,1498
25698,august,-1,1139
25698,july,-1,380
25698,june,-1,2340
25698,may,-1,837
25698,april,-1,380
25699,september,-1,5830
25699,august,-1,7254
25699,july,-1,7164
25699,june,-1,4675
25699,may,-1,5792
25699,april,-1,5196
25700,september,0,1317
25700,august,0,3000
25700,july,0,5000
25700,june,0,956
25700,may,0,1500
25700,april,0,3000
25701,september,0,3000
25701,august,0,5000
25701,july,0,13500
25701,june,0,14000
25701,may,0,13500
25701,april,0,13500
25702,september,0,1556
25702,august,0,0
25702,july,0,0
25702,june,-2,4261
25702,may,-1,1261
25702,april,-1,540
25703,september,-2,2430
25703,august,-2,0
25703,july,-2,399
25703,june,-2,1396
25703,may,-2,0
25703,april,-2,0
25704,september,1,2494
25704,august,-1,3967
25704,july,-1,1370
25704,june,-1,600
25704,may,-1,0
25704,april,-1,0
25705,september,2,0
25705,august,2,396
25705,july,-1,396
25705,june,-1,792
25705,may,-1,0
25705,april,0,396
25706,september,0,6000
25706,august,0,6000
25706,july,0,5000
25706,june,0,5000
25706,may,0,6000
25706,april,0,5000
25707,september,-1,31110
25707,august,-1,17918
25707,july,-1,19459
25707,june,-1,26924
25707,may,-1,19049
25707,april,-1,7648
25708,september,-1,11075
25708,august,-1,4405
25708,july,-1,9274
25708,june,-1,4000
25708,may,0,5000
25708,april,0,53918
25709,september,1,0
25709,august,2,3000
25709,july,0,1500
25709,june,0,5000
25709,may,0,2000
25709,april,0,2000
25710,september,0,1755
25710,august,0,2000
25710,july,0,2295
25710,june,0,1000
25710,may,0,1048
25710,april,0,1058
25711,september,-2,0
25711,august,-2,0
25711,july,-2,0
25711,june,-2,0
25711,may,-2,600
25711,april,-2,590
25712,september,-1,1500
25712,august,0,1300
25712,july,0,1124
25712,june,0,1000
25712,may,0,400
25712,april,0,500
25713,september,1,4048
25713,august,-1,4925
25713,july,-1,12606
25713,june,-1,0
25713,may,0,572
25713,april,-1,7656
25714,september,0,5200
25714,august,0,3804
25714,july,0,4500
25714,june,0,3400
25714,may,0,3500
25714,april,0,7700
25715,september,0,12000
25715,august,0,12500
25715,july,0,11000
25715,june,0,8000
25715,may,0,9300
25715,april,0,9000
25716,september,0,1500
25716,august,0,1706
25716,july,0,55000
25716,june,0,3200
25716,may,0,3300
25716,april,0,3300
25717,september,1,0
25717,august,-2,0
25717,july,-2,0
25717,june,-2,200
25717,may,-2,8360
25717,april,-2,0
25718,september,0,2978
25718,august,0,3997
25718,july,0,3140
25718,june,0,3707
25718,may,0,2104
25718,april,0,1946
25719,september,0,7000
25719,august,0,8000
25719,july,0,9000
25719,june,0,791
25719,may,0,10000
25719,april,0,7000
25720,september,-2,2655
25720,august,-2,1064
25720,july,-2,530
25720,june,-2,822
25720,may,-2,2222
25720,april,-2,788
25721,september,0,0
25721,august,0,780
25721,july,-1,0
25721,june,-1,0
25721,may,-2,0
25721,april,-2,0
25722,september,-1,5575
25722,august,-1,4716
25722,july,-1,1632
25722,june,-1,8559
25722,may,-1,4164
25722,april,-1,10626
25723,september,0,5404
25723,august,0,6230
25723,july,0,5696
25723,june,0,2328
25723,may,0,2567
25723,april,0,2531
25724,september,-1,0
25724,august,-1,1246
25724,july,-1,0
25724,june,-1,0
25724,may,-2,0
25724,april,-2,0
25725,september,0,1300
25725,august,0,1300
25725,july,0,1400
25725,june,0,1000
25725,may,0,1000
25725,april,0,1043
25726,september,2,3028
25726,august,0,4560
25726,july,0,78
25726,june,2,3171
25726,may,0,5015
25726,april,0,5047
25727,september,-2,1000
25727,august,-2,1000
25727,july,-2,1000
25727,june,-2,12234
25727,may,-1,1200
25727,april,-1,65157
25728,september,1,8100
25728,august,3,0
25728,july,2,24100
25728,june,2,0
25728,may,2,11700
25728,april,0,12000
25729,september,0,8200
25729,august,0,7500
25729,july,0,9000
25729,june,0,6500
25729,may,0,5000
25729,april,0,2000
25730,september,0,2000
25730,august,0,2100
25730,july,0,2100
25730,june,0,3000
25730,may,0,5000
25730,april,0,2050
25731,september,0,3000
25731,august,0,0
25731,july,2,1311
25731,june,0,699
25731,may,0,725
25731,april,0,711
25732,september,0,215
25732,august,0,1024516
25732,july,-2,632
25732,june,-2,632
25732,may,-2,124542
25732,april,-1,14770
25733,september,1,0
25733,august,-2,0
25733,july,-2,0
25733,june,-2,0
25733,may,-2,0
25733,april,-2,0
25734,september,-2,5850
25734,august,-2,0
25734,july,-2,0
25734,june,-2,0
25734,may,-2,0
25734,april,-2,0
25735,september,-1,18031
25735,august,-1,3275
25735,july,-1,5430
25735,june,-1,6871
25735,may,-1,7790
25735,april,-1,8901
25736,september,0,7166
25736,august,0,7501
25736,july,0,6621
25736,june,0,3501
25736,may,0,3501
25736,april,0,3612
25737,september,2,0
25737,august,2,1739
25737,july,0,1750
25737,june,0,975
25737,may,0,1010
25737,april,0,3226
25738,september,-1,2081
25738,august,-1,26
25738,july,-1,4822
25738,june,-1,3352
25738,may,-1,3570
25738,april,-1,1799
25739,september,0,5000
25739,august,0,5000
25739,july,0,5000
25739,june,0,7500
25739,may,0,0
25739,april,2,6000
25740,september,2,2000
25740,august,2,0
25740,july,2,3755
25740,june,2,2000
25740,may,2,2000
25740,april,2,2100
25741,september,0,28647
25741,august,-1,35000
25741,july,-1,30636
25741,june,-1,30241
25741,may,-1,0
25741,april,-1,179
25742,september,3,2000
25742,august,3,1000
25742,july,3,0
25742,june,2,1000
25742,may,0,2100
25742,april,0,1500
25743,september,0,8059
25743,august,0,7741
25743,july,0,7201
25743,june,0,4815
25743,may,0,4927
25743,april,0,5380
25744,september,2,8151
25744,august,0,6790
25744,july,0,6951
25744,june,0,6915
25744,may,0,7445
25744,april,0,7248
25745,september,-1,0
25745,august,-1,0
25745,july,-2,0
25745,june,-2,2500
25745,may,-2,0
25745,april,-2,880
25746,september,0,15000
25746,august,0,0
25746,july,2,6000
25746,june,0,4059
25746,may,0,14
25746,april,2,10022
25747,september,1,1496
25747,august,-1,1496
25747,july,-1,1496
25747,june,-1,1496
25747,may,-1,1496
25747,april,-1,1496
25748,september,0,14000
25748,august,0,27
25748,july,2,4000
25748,june,0,3000
25748,may,0,3000
25748,april,0,10000
25749,september,-1,7884
25749,august,-1,4808
25749,july,-1,10044
25749,june,0,4006
25749,may,0,10046
25749,april,0,12087
25750,september,0,6739
25750,august,0,5540
25750,july,0,4403
25750,june,0,3814
25750,may,0,3562
25750,april,0,4021
25751,september,0,4000
25751,august,0,0
25751,july,2,2000
25751,june,0,2000
25751,may,0,0
25751,april,2,1900
25752,september,-1,19254
25752,august,-1,432
25752,july,-1,19584
25752,june,-1,0
25752,may,0,0
25752,april,0,1569
25753,september,1,15
25753,august,2,3500
25753,july,0,2000
25753,june,0,1500
25753,may,0,1500
25753,april,0,5000
25754,september,1,0
25754,august,-2,680
25754,july,-1,837
25754,june,-1,0
25754,may,-1,0
25754,april,-2,0
25755,september,-2,0
25755,august,-2,15728
25755,july,-1,1500
25755,june,0,1400
25755,may,0,0
25755,april,0,0
25756,september,0,3706
25756,august,0,5502
25756,july,0,4204
25756,june,0,3017
25756,may,0,2005
25756,april,0,1702
25757,september,0,3721
25757,august,0,3700
25757,july,0,4005
25757,june,0,4000
25757,may,0,3000
25757,april,0,2928
25758,september,0,5000
25758,august,0,5000
25758,july,0,4030
25758,june,0,4000
25758,may,0,4000
25758,april,0,4000
25759,september,0,10000
25759,august,0,13000
25759,july,0,12000
25759,june,0,5000
25759,may,0,4000
25759,april,0,5000
25760,september,0,3000
25760,august,0,5007
25760,july,0,3000
25760,june,0,3000
25760,may,0,3000
25760,april,0,3000
25761,september,-2,438
25761,august,-1,0
25761,july,-1,0
25761,june,-2,0
25761,may,-2,0
25761,april,-2,0
25762,september,-2,8226
25762,august,-2,12850
25762,july,-2,1316
25762,june,-2,326
25762,may,-2,598
25762,april,-2,8615
25763,september,0,2000
25763,august,0,56714
25763,july,-1,4100
25763,june,0,160000
25763,may,0,7000
25763,april,0,7000
25764,september,2,0
25764,august,2,0
25764,july,-2,0
25764,june,-2,0
25764,may,-2,0
25764,april,-2,0
25765,september,0,10130
25765,august,0,12649
25765,july,0,8916
25765,june,0,7725
25765,may,0,8900
25765,april,0,6956
25766,september,-1,991
25766,august,-1,991
25766,july,-1,666
25766,june,-1,991
25766,may,-1,1316
25766,april,-1,816
25767,september,0,10000
25767,august,0,65042
25767,july,0,12000
25767,june,0,5000
25767,may,0,6000
25767,april,0,6000
25768,september,0,1405
25768,august,0,56388
25768,july,0,112
25768,june,2,1779
25768,may,0,1786
25768,april,0,5414
25769,september,0,6500
25769,august,0,6500
25769,july,0,13500
25769,june,2,2300
25769,may,3,2002
25769,april,3,0
25770,september,-1,3375
25770,august,-1,25362
25770,july,-1,18684
25770,june,-1,3529
25770,may,-1,892
25770,april,-1,958
25771,september,-2,16059
25771,august,-2,6482
25771,july,-2,13242
25771,june,-2,24011
25771,may,-2,5497
25771,april,-2,5415
25772,september,0,68940
25772,august,-1,18018
25772,july,-1,18058
25772,june,-1,30897
25772,may,-1,31244
25772,april,-1,88461
25773,september,0,10000
25773,august,0,10083
25773,july,0,10094
25773,june,0,10000
25773,may,0,2500
25773,april,0,5000
25774,september,0,9910
25774,august,0,9000
25774,july,0,9329
25774,june,0,7000
25774,may,0,6511
25774,april,0,5500
25775,september,0,2794
25775,august,0,2888
25775,july,0,26850
25775,june,0,1047
25775,may,0,1088
25775,april,0,996
25776,september,0,5701
25776,august,0,6302
25776,july,0,3000
25776,june,0,2500
25776,may,0,2555
25776,april,0,3000
25777,september,0,3000
25777,august,0,3400
25777,july,0,2300
25777,june,0,1200
25777,may,0,1200
25777,april,0,1500
25778,september,0,8300
25778,august,0,4200
25778,july,2,3500
25778,june,2,0
25778,may,2,7300
25778,april,2,3800
25779,september,1,0
25779,august,-2,194
25779,july,-1,1181
25779,june,0,14039
25779,may,-1,1679
25779,april,-1,4156
25780,september,0,1576
25780,august,0,1589
25780,july,0,1000
25780,june,0,239
25780,may,0,0
25780,april,0,1696
25781,september,0,0
25781,august,0,0
25781,july,-2,0
25781,june,-2,0
25781,may,-2,0
25781,april,-2,0
25782,september,-1,889
25782,august,-1,1104
25782,july,-1,2999
25782,june,-1,68
25782,may,0,626
25782,april,-1,688
25783,september,0,4504
25783,august,0,6213
25783,july,0,5423
25783,june,0,3400
25783,may,0,4000
25783,april,0,4000
25784,september,-1,24840
25784,august,-1,4159
25784,july,-1,17589
25784,june,-1,0
25784,may,0,0
25784,april,0,500
25785,september,0,2006
25785,august,0,2000
25785,july,0,1520
25785,june,0,888
25785,may,0,16696
25785,april,0,1700
25786,september,-2,3965
25786,august,-2,6880
25786,july,-2,1320
25786,june,-2,5983
25786,may,-2,1922
25786,april,-2,12652
25787,september,1,0
25787,august,-2,0
25787,july,-2,0
25787,june,-2,0
25787,may,-2,0
25787,april,-2,0
25788,september,0,3900
25788,august,0,0
25788,july,2,1742
25788,june,0,1900
25788,may,0,1703
25788,april,0,3612
25789,september,-2,3775
25789,august,-2,664
25789,july,-2,0
25789,june,-2,641
25789,may,-2,5506
25789,april,-2,1847
25790,september,-1,2698
25790,august,-1,3137
25790,july,-1,9643
25790,june,-2,4395
25790,may,-1,2229
25790,april,-1,3041
25791,september,-1,390
25791,august,-1,390
25791,july,-1,390
25791,june,-1,390
25791,may,-1,390
25791,april,-1,390
25792,september,0,8000
25792,august,0,7565
25792,july,0,4100
25792,june,0,4027
25792,may,0,3445
25792,april,0,2000
25793,september,-1,45979
25793,august,-1,28435
25793,july,-1,41503
25793,june,-1,31748
25793,may,0,25449
25793,april,0,22999
25794,september,0,5539
25794,august,0,7449
25794,july,0,3005
25794,june,0,2400
25794,may,0,21577
25794,april,0,10000
25795,september,-2,1918
25795,august,-2,4626
25795,july,-2,5602
25795,june,-2,769
25795,may,-2,5595
25795,april,-2,2538
25796,september,0,2855
25796,august,0,3130
25796,july,0,3107
25796,june,0,2847
25796,may,0,3134
25796,april,0,3072
25797,september,-2,3000
25797,august,-2,3000
25797,july,-2,3000
25797,june,-2,3000
25797,may,-2,3000
25797,april,-2,3000
25798,september,2,500
25798,august,2,3500
25798,july,2,1500
25798,june,2,1500
25798,may,2,1500
25798,april,2,2000
25799,september,-2,0
25799,august,-2,0
25799,july,-2,0
25799,june,-2,0
25799,may,-2,1150
25799,april,-2,0
25800,september,-2,6425
25800,august,-2,54478
25800,july,-1,10424
25800,june,-1,3762
25800,may,0,229
25800,april,0,1423
25801,september,-2,0
25801,august,-2,780
25801,july,-2,0
25801,june,-2,0
25801,may,-2,0
25801,april,-2,3072
25802,september,0,1649
25802,august,0,51869
25802,july,-1,1884
25802,june,0,1023
25802,may,0,1173
25802,april,0,1193
25803,september,0,150
25803,august,0,530
25803,july,-1,0
25803,june,2,1166
25803,may,2,0
25803,april,2,0
25804,september,0,6000
25804,august,0,0
25804,july,2,3000
25804,june,0,2500
25804,may,0,4100
25804,april,0,4100
25805,september,0,3500
25805,august,0,4200
25805,july,0,5500
25805,june,0,0
25805,may,2,2500
25805,april,0,8652
25806,september,-2,0
25806,august,-2,1257
25806,july,-2,0
25806,june,-2,0
25806,may,-2,0
25806,april,-2,0
25807,september,0,1873
25807,august,0,1897
25807,july,0,1552
25807,june,0,1649
25807,may,0,2005
25807,april,0,11064
25808,september,-2,132
25808,august,-2,132
25808,july,-2,132
25808,june,-2,132
25808,may,-2,112847
25808,april,-1,5005
25809,september,1,0
25809,august,2,3550
25809,july,2,0
25809,june,2,1164
25809,may,0,1100
25809,april,0,1118
25810,september,-2,181
25810,august,-2,1133
25810,july,-2,0
25810,june,-2,39344
25810,may,-1,1500
25810,april,0,1540
25811,september,-1,69032
25811,august,-1,2138
25811,july,0,1566
25811,june,0,1582
25811,may,0,1318
25811,april,0,1630
25812,september,-2,6370
25812,august,-2,5991
25812,july,-2,7298
25812,june,-2,2105
25812,may,-2,10249
25812,april,-2,0
25813,september,0,3000
25813,august,0,5450
25813,july,0,0
25813,june,2,45554
25813,may,0,2100
25813,april,0,1900
25814,september,-1,816
25814,august,-1,17651
25814,july,-1,12554
25814,june,-1,26212
25814,may,-1,23114
25814,april,-1,2512
25815,september,0,1711
25815,august,0,1411
25815,july,0,2531
25815,june,0,5007
25815,may,0,507
25815,april,0,506
25816,september,0,3010
25816,august,0,2970
25816,july,0,2886
25816,june,0,2824
25816,may,0,2925
25816,april,0,2987
25817,september,-1,221
25817,august,-1,0
25817,july,-1,0
25817,june,-2,0
25817,may,-2,0
25817,april,-2,0
25818,september,0,20010
25818,august,0,25022
25818,july,0,21003
25818,june,0,18003
25818,may,0,20000
25818,april,0,20004
25819,september,0,1500
25819,august,0,1500
25819,july,0,1404
25819,june,0,1100
25819,may,0,1000
25819,april,0,1000
25820,september,-2,3326
25820,august,-2,150
25820,july,-2,0
25820,june,-2,0
25820,may,-2,700
25820,april,-2,0
